web-scraper-order,web-scraper-start-url,house-link,house-link-href,house-price,house-addr,house-availability,house-size,house-rooms,house-desc,house-baths
1587215504-1786,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,"147 a 230 
							
							m² techados",,,
1587215492-1694,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,,,"Yo elijo vivir frente a parque ¿y tú?. Our Park está ubicado en Magdalena vip- límite con San Isidro y te ofrece departamentos de 2 y 3 dormitorios. Este exclusivo proyecto queda frente al Parque, rodeado de un hermoso ambiente natural, tranquilo y es el único edificio que tiene doble fachada. La vista principal da hacia el Parque Leoncio Prado y la otra hacia Jr. Trujillo. Asimismo, los departamentos tienen doble ingreso: ascensor directo al mismo y una puerta de servicio, por lo que contarás con dos accesos para más privacidad. En San Charbel Edificaciones construimos pensando en ti, por eso hemos diseñado un proyecto que supera tus expectativas. En Our Park los dormitorios principales tienen 2 walk in closets, área para cama king y espacio para clóset de ropa blanca. La cocina cuenta con espacio para refrigeradora side by side, alacena* y espacio para comedor de diario*. El baño en el dormitorio principal viene con dos ovalines y con espacio para tina** y espacio para clóset*. Además cuenta con baño familiar y un baño exclusivo solo para tus visitas. *Según modelo de departamento. **Tina a fabricar por propietario en fibra de vidrio por ser medida especial y no comercial. Visítanos en nuestra sala de ventas en Jr. Trujillo 717 o en Parque Leoncio Prado 130. Frente a la biblioteca Municipal Carlos Tinning - Magdalena vip",
1587215529-2017,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,"USD 215,891",,,,,,
1587215431-933,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,,,,,,"89 a 190 
							
							m² techados",,,
1587215382-305,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,"Baca Flor 635, 
								 Santiago de Surco, Lima",,,,,
1587215395-414,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,Invent Javier Prado,https://urbania.pe/inmueble/proyecto-invent-javier-prado-lima-magdalena-invent-sac-empresa-8004203,,,,,,,
1587215517-1969,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,,,"El proyecto soul, es un edificio de viviendas ubicado en el distrito de Miraflores. Está orientado a familias y parejas jóvenes gracias a su ubicación céntrica, rápidos acceso, buen diseño y distribución arquitectónica. Cuenta con diseños óptimos y flexibles que se acomodan a las necesidades de hoy y de mañana de nuestros clientes. Además es un buen negocio para inversionistas gracias a su flexibilidad, potencial de la ubicación y retorno de alquiler de la zona. Av. 28 de Julio 359",
1587215443-1033,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,"Jirón Arica 399, 
								 Orbea, Magdalena",,,,,
1587215370-258,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=14,,,,,,,,"Departamentos desde us$ 49, 900 x 35m2 - 1 dormitorio. Hasta us$ 184, 366 tipo duplex. 145m2 - Cocheras en primer piso us$ 15, 000 - sótano us$ 13, 000. Pisos de porcelanato en cocina y baños, pisos laminados en sala comedor y habitaciones. Todos los cuartos con closet. Reposteros altos y bajos en cocina, mesones de granito. Primer nivel 2 departamentos por piso, a partir del segundo nivel 4 departamentos por piso. A 5 minutos del Jockey Plaza.",
1587215395-527,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,,,,"Gview, la mirada inédita al Golf Los Inkas, cuenta con departamentos desde 95 m2, de 2 y 3 dormitorios, con un total de 147 unidades divididas en dos torres. Los departamentos cuentan con acabados de primer nivel en todos sus ambientes: pisos de madera estructurada bambu, tablero de baño de mármol kalliston, pisos de porcelanato en baños, tablero de cocina de cuarzo; y pisos de gres porcelanico en cocina y lavandería. Tiene áreas comunes: Piscina temperada, piscina infinita, sum, Guardería, Juegos para Niños, Sauna, Functional Center y bosque de bambú, entre otros. Este proyecto tiene el respaldo de Invent como marca, la cual contribuye con el cuidado del medio ambiente, ahorrando hasta en 80%* y 45%* en electricidad y agua, respectivamente. *Puede que los valores varien dependiente de la marca y el modelo",
1587215419-752,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,"Diez Canseco 681, Miraflores, 
								 San Antonio, Miraflores",,,,,
1587215468-1376,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,,1 a 3 dormitorios,,
1587215504-1850,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,,,,3 Baños
1587215480-1478,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,3° trimestre 2022,,,,
1587215492-1650,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,"113 a 171 
							
							m² techados",,,
1587215407-626,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,2° trimestre 2021,,,,
1587215492-1576,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,La Vie Reducto - Lanzamiento,https://urbania.pe/inmueble/proyecto-la-vie-reducto-lanzamiento-lima-miraflores-abril-grupo-inmobiliario-58066349,,,,,,,
1587215517-1874,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,"S/ 280,000",,,,,,
1587215492-1674,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,,1 a 3 dormitorios,,
1587215456-1270,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,,,,,2 Baños
1587215456-1129,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,Nueva Aurora 2,https://urbania.pe/inmueble/proyecto-nueva-aurora-2-surquillo-barrio-medico-vienna-constructores-empresa-8003744,,,,,,,
1587215419-739,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,"San Borja, San Borja",,,,,
1587215395-525,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,,,1 a 3 dormitorios,,
1587215370-223,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=14,,,,,Inmediata,,,,
1587215456-1152,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,"S/ 432,747",,,,,,
1587215480-1427,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,Homelife,https://urbania.pe/inmueble/proyecto-homelife-lima-miraflores-urbana-peru-peru-empresa-8003976,,,,,,,
1587215517-1926,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,Diciembre 2020,,,,
1587215370-250,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=14,,,,,,,,"Residencial Belice es un proyecto que contará 12 pisos y 40 departamentos de 1 y 3 dormitorios con clóset de melanina incluidos, dormitorio principal con baño incorporado, sala -comedor, cocina al estilo kitchenette con tablero de granito, muebles altos y bajos, y lavandería integrada con pisos de cerámico. Todos los departamentos son entregados con las paredes y techos empastados y pintados, además el edificio cuenta con instalaciones de gas natural. Visítenos de lunes a domingo de 10: 00 a. M. Hasta las 7: 00 p. M. *Las imágenes, planos y elementos decorativos del edificio son referenciales. Los acabados están sujetos a disponibilidad y variaciones en el mercado, por tanto pueden presentar modificaciones en el transcurso del proyecto. Lo anterior se informa en virtud de lo dispuesto en el Código de Protección y Defensa del Consumidor. Calle Ayacucho N° 629, Urb. Fundo Orbea",
1587215492-1617,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,"JIRON ABRAHAM VALDELOMAR 664 - URBANIZACIÓN EL CARMEN - DISTRITO DE PUEBLO LIBRE, 
								 El Carmen, Pueblo Libre",,,,,
1587215443-1035,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,"CALLE LOS IBIS 116 CON CALLE LAS OROPÉNDOLAS 240, 
								 El Palomar, San Isidro",,,,,
1587215468-1339,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,Inmediata,,,,
1587215419-787,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,"65 a 75 
							
							m² techados",,,
1587215529-2085,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,,,"57 a 64 
							
							m² techados",,,
1587215443-1001,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,Cala,https://urbania.pe/inmueble/proyecto-cala-lima-magdalena-abril-grupo-inmobiliario-8004648,,,,,,,
1587215529-2010,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,Piura,https://urbania.pe/inmueble/proyecto-piura-lima-miraflores-actual-57913429,,,,,,,
1587215504-1790,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,"112 a 152 
							
							m² techados",,,
1587215419-834,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,,,"Golf One ha sido diseñado con los más altos estándares de arquitectura pensando en la comodidad y tranquilidad de cada persona, está ubicado en la zona más exclusiva de Surco con vista a Los Inkas Golf Club. Todos los departamentos tienen 4 dormitorios y con acabados de lujo, asimismo podrá disfrutar de las siguientes áreas comunes: - Lobby a doble altura. - Piscina. - Gimnasio. - Zona de parrilla. - Parque interno. visite nuestro departamento piloto!",
1587215517-1966,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,,1 a 4 dormitorios,,
1587215480-1435,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,Side,https://urbania.pe/inmueble/proyecto-side-lima-jesus-maria-asesor-comercial-comercial-empresa-8004428,,,,,,,
1587215517-1871,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,"S/ 160,000",,,,,,
1587215504-1829,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,,,"El edificio ""Club House Casuarinas"" es el espacio perfecto para tu vida en familia gracias a su excelente ubicación dentro de la mejor zona de Surco: Casuarinas muy cerca a Plaza Vea y el Colegio Casuarinas College. Igualmente presenta una detallada distribución con 3 habitaciones, una zona de parrilla y Baño con Jacuzzi. El edificio cuenta con piscina, Ascensor con ingreso directo al departamento e incluye 1 estacionamiento y 1 Depósito en su compra. - Ubicación: Calle Las Violetas 222 - Urb Las Casuarinas. * departamento disponible* dpto tipo 101. Área Total: 198. 70 m2 - Dormitorios: 3. Incluye 1 Estacionamiento y 1 Depósito. Precio: $ 295, 000. Incluye: - 3 Amplias habitaciones. - Amplia Terraza. - Ascensor con Ingreso directo al departamento. - Zona de parrilla. - Baño con jacuzzi. - Áreas comunes y zona de recepción en el edificio. - Piscina dentro del edificio. Más información e informes para visitar el departamento:",
1587215480-1461,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,"Manuel Villavicencio 843, 
								 Lobaton, Lince",,,,,
1587215370-207,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=14,,,,"Francisco Graña 330, 
								 Pershing, Magdalena",,,,,
1587215124-84,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=34,,,,,,,,,1 Baño
1587215456-1241,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,,,1 a 3 dormitorios,,
1587215395-473,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,Diciembre 2021,,,,
1587215529-2011,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,"S/ 743,600",,,,,,
1587215443-1012,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,"S/ 355,000",,,,,,
1587215407-617,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,Octubre 2020,,,,
1587215407-662,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,,1 a 3 dormitorios,,
1587215504-1757,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,"Avenida El Sol 530, 
								 Barranco, Lima",,,,,
1587215529-2117,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,,,,,"Berlin cuenta con departamentos flats, dúplex y Triplex de 1, 2 y 3 dormitorios desde 87m2 con los mejores acabados, pisos de spc, muebles altos y bajos de cocina. Berlin contará con un área común para el disfrute de sus propietarios denominada rooftop, la cual estará implementada con parrilla y mesas para compartir con tu familia y amigos. Además, te brinda un área de Eco friendly y Pet Friendly. Tipo de cambio referencial. Toda suscripción de convenio de separación correspondiente a la compra del inmueble se realizará en soles. Para mayor información contactarte con los siguientes números: Ver datos / Ver datos",
1587215468-1390,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,,1 a 3 dormitorios,,
1587215382-348,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,,"60 a 123 
							
							m² techados",,,
1587215395-436,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,"S/ 233,600",,,,,,
1587215419-712,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,Domun Las Palomas,https://urbania.pe/inmueble/proyecto-domun-las-palomas-lima-surquillo-prodicon-ingenieros-sac-persona-natural-58075284,,,,,,,
1587215517-1919,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,Julio 2020,,,,
1587215419-740,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,"Calle Raoul de Veneuil 168, 
								 Santiago de Surco, Lima",,,,,
1587215443-1063,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,Diciembre 2020,,,,
1587215443-1094,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,,,1 a 3 dormitorios,,
1587215468-1291,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,Urban Tower 2,https://urbania.pe/inmueble/proyecto-urban-tower-2-lima-pueblo-libre-quatro-inmobiliaria-empresa-8004363,,,,,,,
1587215431-865,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,,,"S/ 827,238",,,,,,
1587215407-601,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,"AV. SAN BORJA NORTE 1345 , 
								 San Borja, Lima",,,,,
1587215468-1346,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,Diciembre 2020,,,,
1587215517-1916,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,Inmediata,,,,
1587215468-1355,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,"98 a 193 
							
							m² techados",,,
1587215443-1034,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,"Calle Grimaldo del Solar 247, 
								 Leuro, Miraflores",,,,,
1587215480-1518,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,,,1 a 3 dormitorios,,
1587215468-1324,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,"Calle Las Canarias 145 Urb. Valle Hermoso de Monterrico, 
								 San Borja, San Borja",,,,,
1587215395-536,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,,,,"Sq Concept es un nuevo proyecto enfocado a seguir desarrollando el distrito de Surquillo. Sq Concept es ideal para aquellos que buscan la cercanía a sus centros de trabajo, toda vez que se encuentra a 10 minuos de distritos como Miraflores, San Isidro y San Borja. El proyecto cuenta con departamentos de 1, 2 y 3 ambientes, con 6 departamentos por piso. Entre las áreas comunes figura un lobby de ingreso, Sala de Usos Múltiples, + Terraza, Playground infantil, Gimnasio equipado y Terraza bbq.",
1587215492-1571,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,Parque San Martín,https://urbania.pe/inmueble/proyecto-parque-san-martin-lima-pueblo-libre-tale-inmobiliaria-8004436,,,,,,,
1587215517-1901,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,"AV. DE LOS INGENIEROS 974,  SURCO, 
								 Valle Hermoso Oeste, Santiago de Surco",,,,,
1587215480-1503,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,,"43 a 100 
							
							m² techados",,,
1587215456-1214,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,,"62 a 255 
							
							m² techados",,,
1587215431-843,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,Conecta - Lince,https://urbania.pe/inmueble/proyecto-conecta-lince-lima-lince-mg-vida-sac-empresa-8004641,,,,,,,
1587215456-1266,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,,,,"¡En pre lanzamiento! Situado frente a un bello parque privado, en una de las zonas mas privilegiadas de Miraflores, se encuentra Parque Córdova, un proyecto exclusivo con 22 departamentos.",
1587215468-1326,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,"Calle Durero 490, 
								 San Borja, Lima",,,,,
1587215160-100,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=31,,,,,,,,,3 Baños
1587215407-663,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,,1 a 3 dormitorios,,
1587215443-1016,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,"S/ 512,675",,,,,,
1587215504-1764,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,"Av. Tacna N° 553-555-559, 
								 San Miguel, Lima",,,,,
1587215468-1296,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,"S/ 263,655",,,,,,
1587215517-1964,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,,1 a 3 dormitorios,,
1587215419-784,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,"120 a 175 
							
							m² techados",,,
1587215395-510,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,,,2 a 3 dormitorios,,
1587215443-1122,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,,,,"Osorio 139 es un exclusivo proyecto eco-amigable frente A parque, ubicado en una de las mejores zonas de Vista Alegre, cerca de avenidas principales, colegios y supermercados. Cuenta con 6 pisos, 13 departamentos entre flats y dúplex de 3 habitaciones. Diseñado por el prestigioso estudio de Arquitectos malachowski con acabados de primera calidad, excelente distribución, espaciosos ambientes en los que se combina un sobresaliente estilo y confort.",
1587215480-1475,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,"Av. Separadora Industrial 2060, 
								 La Molina, Lima",,,,,
1587215492-1690,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,,,"Foresta es un proyecto Ecoamigable, diseñado para satisfacer las necesidades individuales de cada comprador. Está muy bien ubicado, rodeado de amplias áreas verdes, a pocos minutos de centros comerciales, colegios, restaurantes y supermercados. Te asesoramos y ayudamos a que cada uno de los detalles sean tus detalles. 28 Flats de 113 m2 a 138 m2, de 3 dormitorios cada uno. 3 Pent House de 218, 236 y 261 m2 con terrazas. 1 Estacionamiento por departamento y con alternativa a un segundo. Amplio Lobby. 2 ascensores. Áreas comunes (sala de usos múltiples, jardín con juegos infantiles y Terraza con bbq). Red de Gas. Estacionamientos de visitas, discapacitados y para bicicletas. Grupo electrógeno. El edificio contará con Certificación Internacional por ahorro en energía y agua. A pocos metros de av. Guardia civil Y av. San borja norte, rodeado de áreas verdes",
1587215382-319,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,"Jr. Jose Leal 1439  343, 
								 Lobaton, Lince",,,,,
1587215456-1181,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,"Av. Brasil 737, 
								 Jesús María, Lima",,,,,
1587215468-1336,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,Junio 2021,,,,
1587215468-1356,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,"44 a 106 
							
							m² techados",,,
1587215504-1803,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,"122 a 256 
							
							m² techados",,,
1587214967-18,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=47,,,,,,,,,4 Baños
1587215456-1201,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,Diciembre 2020,,,,
1587215407-582,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,"S/ 240,466",,,,,,
1587215395-419,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,Edificio Venecia II,https://urbania.pe/inmueble/proyecto-edificio-venecia-ii-surquillo-la-calera-de-la-merced-corporacion-acrux-sac-58366675,,,,,,,
1587215370-261,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=14,,,,,,,,,4 Baños
1587215370-194,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=14,,,"S/ 437,000",,,,,,
1587215480-1480,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,1° trimestre 2021,,,,
1587215419-697,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,Look And Feel ¡Preventa!,https://urbania.pe/inmueble/proyecto-look-and-feel-preventa-santiago-de-surco-surco-grupo-tyc-8004584,,,,,,,
1587215529-2075,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,,,"91 a 164 
							
							m² techados",,,
1587215529-1997,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,N - Natural,https://urbania.pe/inmueble/proyecto-n-natural-san-borja-san-borja-inveb-aviva-empresa-8004712,,,,,,,
1587215232-130,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=25,,,,,,,,,3 Baños
1587215468-1411,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,,,"UrbanTower 2 ofrece modernos departamentos de 1. 2. 3 dormitorios, con áreas desde 36m2 hasta 81 m2, diseñados para brindarte una experiencia única. Cada espacio ha sido creado optimizando la distribución e iluminación de los ambientes para llenar tus días de gran energía y vitalidad. Asimismo, nuestro proyecto se convertirá en tu punto de conectividad, pues podrás disfrutar de todos tus lugares favoritos. En tanto, UrbanTower 2 se encuentra rodeado de zonas tradicionales, áreas verdes, ciclovías y está a pocos minutos de centros comerciales y universidades. También, está muy cerca de las vías de acceso más importantes, logrando así una óptima conexión con toda la ciudad. Los acabados de nuestros departamentos promueven una sensación de confort y comodidad, indispensables en tu día a día. Contempla la naturaleza en un ambiente sensorial y disfruta de tus tardes en la zona de terraza lounge, con una imponente vista de la ciudad.",
1587215504-1823,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,,2 a 3 dormitorios,,
1587215517-1873,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,"S/ 730,000",,,,,,
1587215480-1487,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,Inmediata,,,,
1587215468-1309,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,"S/ 874,083",,,,,,
1587215492-1702,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,,,,3 Baños
1587215529-2076,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,,,"40 a 102 
							
							m² techados",,,
1587215468-1385,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,,3 dormitorio,,
1587215407-643,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,"44 a 105 
							
							m² techados",,,
1587215529-1993,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,We Live - Magdalena Vip,https://urbania.pe/inmueble/proyecto-we-live-magdalena-vip-magdalena-orrantia-del-mar-san-charbel-edificaciones-sac-8004473,,,,,,,
1587214979-25,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=46,,,,,,,,,4 Baños
1587215075-62,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=38,,,,,,,,,3 Baños
1587215419-733,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,"S/ 374,800",,,,,,
1587215382-370,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,,,2 a 3 dormitorios,,
1587215148-92,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=32,,,,,,,,,5 Baños
1587215492-1615,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,"Av. Manuel Castañeda 329, 
								 Lince, Lima",,,,,
1587214979-23,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=46,,,,,,,,,1 Baño
1587215504-1753,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,"Av. Gregorio Escobedo 532, 
								 Jesús María, Lima",,,,,
1587215395-429,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,"S/ 243,100",,,,,,
1587215382-278,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,El Prado Residencial,https://urbania.pe/inmueble/proyecto-el-prado-residencial-lima-pueblo-libre-mcr-inmobiliaria-constructora-8004829,,,,,,,
1587215382-266,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,Flat Petit Tower,https://urbania.pe/inmueble/proyecto-flat-petit-tower-lima-cercado-santa-beatriz-sastre-peru-sac-empresa-8003998,,,,,,,
1587215395-425,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,Living Tower,https://urbania.pe/inmueble/proyecto-living-tower-lima-cercado-santa-beatriz-quatro-inmobiliaria-empresa-8004764,,,,,,,
1587215468-1370,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,"40 a 134 
							
							m² techados",,,
1587215431-945,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,,,,,,,2 a 3 dormitorios,,
1587215517-1981,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,,,"Entrega inmediata, ubicado en un entorno conectado a vías principales (Av. Brasil, Av. Sucre y Av. Tacna) y tiendas comerciales a tu alcance: a 4 cuadras de la cúpula de Magdalena. * Zona de parrillas * Áreas comunes amplias * Juego de niños * Seguridad 24 horas * financiamiento con todos los bancos. Esquina con Jr. Tacna 955",
1587215063-57,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=39,,,,,,,,,3 Baños
1587215124-85,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=34,,,,,,,,,2 Baños
1587215456-1134,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,Mar de Plata II - San Miguel,https://urbania.pe/inmueble/proyecto-mar-de-plata-ii-san-miguel-san-miguel-pando-mg-vida-sac-empresa-8001632,,,,,,,
1587215443-1103,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,,,1 a 3 dormitorios,,
1587215529-2097,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,,,,1 a 3 dormitorios,,
1587215480-1524,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,,,3 dormitorio,,
1587215517-1963,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,,1 a 3 dormitorios,,
1587215015-40,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=43,,,,,,,,,4 Baños
1587215504-1839,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,,,"Graña 637 Lanzamiento de Armonhy Inmobiliaria, Visite Piloto. Edificio multifamiliar que consta de 5 pisos y 19 departamentos ubicado en calle Francisco Graña 637 distrito de Magdalena del Mar; ofrece una arquitectura moderna inspirada en conceptos Art Deco Europeo de mitad del siglo xx rescatando la simpleza de espacios funcionales, los diseños con molduras incorporadas en elementos interiores y el uso de materiales que nos permiten ofrecer un acabado de primera calidad. Contamos con un jardín interior que ofrece grandes beneficios a la comunidad del edificio: zona de esparcimiento, confort, contención de grandes cambios de temperatura gracias a sus jardines mediterráneos interiores, entre otros. El Edificio estará ubicado en una de las zonas más exclusivas de Lima, rodeado de parques, amplias avenidas, fácil acceso a costa verde y con servicios bancarios y supermercados a corta distancia. Nuestros departamentos de 2, 3 y 4 Dormitorios, destacan con características en la calidad de sus materiales tales como: piso estructurado importado en sala, comedor y dormitorios; piso porcelanato en cocina y baños, pisos Roselló hecho a mano en lobby y áreas comunes; ventanales de pvc (aísla de ruido, temperatura y humedad) ; muebles en dormitorios y cocina con puertas mdf e interior de Melamine en 18mm con cajoneras; cocina con cubierta de cuarzo blanco, y muebles con acabados de poliuretano; grifería alta minimalista, centro de lavado independiente; baños con cubierta de mármol blanco, espejo con marco de madera, inodoro one piece.",
